Timestamp;Altimeter;Bank Angle;Brakes;Heading;Elevation;Engine1N1;Engine1N2;Engine2N1;Engine2N2;Flaps;Fuel;Gear;GpsAltitude;GS;IAS;Lat;Lon;OnGround;OAT;Pitch;RadioAltimeter;TAT;TAS;VS;WindDirection;WindSpeed
1652209729;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209730;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209731;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209732;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209733;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209734;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209735;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209736;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209737;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209738;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209739;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209740;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209741;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209742;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209743;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209744;5384;-0;both;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209745;5384;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;0;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209746;5384;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8627;-104,6774;True;13;0,6;2;13;0;0;110;12
1652209747;5384;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8627;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209748;5384;0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209749;5382;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209750;5382;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209751;5381;0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209752;5381;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209753;5381;-0;none;355;1638;0;0;0;0;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209754;5381;-0;none;355;1638;0;0;0;0,6;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209755;5381;-0;none;355;1638;0;0;0;1,6;retracted;13325;down;1641;1;0;39,8626;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209756;5382;-0;none;355;1638;0;0;0;2,6;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209757;5382;-0;none;355;1638;0;0;0;3,5;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209758;5380;-0;none;355;1638;0;0;0;4,6;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209759;5379;-0;none;355;1638;0;0;0;5,7;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209760;5378;-0;none;355;1638;0;0;0;6,7;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209761;5379;-0;none;355;1638;0;0;0;7,7;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209762;5379;-0;none;355;1638;0;0;0;8,7;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209763;5379;-0;none;355;1638;0;0;0;9,7;retracted;13325;down;1641;1;0;39,8625;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209764;5380;-0;none;355;1638;0;0;0;10,7;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209765;5380;0;none;355;1638;0;0;0;11,7;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209766;5381;-0;none;355;1638;0;0;0;12,7;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209767;5381;0;none;355;1638;0;0;0;13,7;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209768;5380;0;none;355;1638;0;0;0;14,8;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209769;5380;0;none;355;1638;0;0;0;15,7;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209770;5381;0;none;355;1638;0;0;0;16,8;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209771;5382;0;none;355;1638;0;0;0;17,8;retracted;13325;down;1641;1;0;39,8624;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209772;5382;0;none;355;1638;0;0;0,2;18,8;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209773;5382;0;none;355;1638;0;0;0,7;19,8;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209774;5382;0;none;355;1638;0;0;1,2;20,7;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209775;5382;0;none;355;1638;0;0;1,7;21,8;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209776;5382;0;none;355;1638;0;0;2;22,9;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209777;5381;0;none;355;1638;0;0;2,2;23,8;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209778;5380;0;none;355;1638;0;0;2,3;24,9;retracted;13325;down;1641;1;0;39,8623;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209779;5380;0;none;355;1638;0;0;2,5;25,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209780;5380;0;none;355;1638;0;0;2,7;26,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209781;5381;-0;none;356;1638;0;0;3,1;27,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209783;5382;0;none;359;1638;0;0;3,4;28,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209784;5382;-0;none;2;1638;0;0;3,8;29,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209785;5382;-0;none;5;1638;0;0;4,1;30,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209786;5383;0;none;8;1638;0;0;4,4;31,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209787;5382;-0;none;10;1638;0;0;4,8;32,9;retracted;13325;down;1641;1;0;39,8622;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209788;5381;0;none;13;1638;0;0;5,1;33,9;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209789;5381;0;none;16;1638;0;0;5,4;35;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209790;5381;-0;none;19;1638;0;0;5,8;36;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209791;5381;-0;none;22;1638;0;0;6,1;36,9;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209792;5381;-0;none;25;1638;0;0;6,4;38;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209793;5382;-0;none;27;1638;0;0;6,8;39;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,4;2;13;0;0;110;12
1652209794;5382;-0;none;27;1638;0;0;7,1;40;retracted;13325;down;1641;1;0;39,8621;-104,6774;True;13;0,5;2;13;0;0;110;12
1652209795;5382;0;none;26;1638;0;0;7,4;41;retracted;13325;down;1641;1;0;39,8621;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209796;5382;0;none;26;1638;0;0;7,8;42;retracted;13325;down;1641;1;0;39,8621;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209797;5382;-0;none;26;1638;0;0;8,1;43;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209798;5382;-0;none;26;1638;0;0;8,5;44;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209799;5382;-0;none;26;1638;0;0;8,8;45;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209800;5382;0;none;26;1638;0;0;9,1;46;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209801;5382;0;none;26;1638;0;0;9,5;47,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209802;5381;-0;none;26;1638;0;0;9,8;48,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209803;5381;-0;none;26;1638;0;0;10,1;49,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209804;5381;0;none;26;1638;0;0;10,5;50,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209805;5381;0;none;26;1638;0;0;10,8;51,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,4;2;13;0;0;110;12
1652209806;5381;-0;none;26;1638;0;0;11,1;52,1;retracted;13325;down;1641;1;0;39,862;-104,6775;True;13;0,5;2;13;0;0;110;12
1652209807;5381;-0;none;26;1638;0;0;11,5;53,1;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209808;5382;0;none;26;1638;0;0;11,8;54,1;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209809;5382;0;none;26;1638;0;0;12,2;55,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,4;2;13;0;0;110;12
1652209810;5383;-0;none;26;1638;0;0;12,5;56,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209811;5383;-0;none;26;1638;0;0;12,9;57,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209812;5384;0;none;26;1638;0;0;13,5;58,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,4;2;13;0;0;110;12
1652209813;5384;0;none;26;1638;0;0;14,1;59,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,4;2;13;0;0;110;12
1652209814;5384;-0;none;26;1638;0;0;14,7;60,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,4;2;13;0;0;110;12
1652209815;5384;0;none;26;1638;0;0;15,3;61,1;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209816;5384;0;none;26;1638;0;1,1;15,9;62,2;retracted;13325;down;1641;1;0;39,8619;-104,6776;True;13;0,5;2;13;0;0;110;12
1652209817;5383;0;none;26;1638;0;2,1;16,5;63,2;retracted;13325;down;1641;1;0;39,8618;-104,6776;True;13;0,4;2;13;0;0;110;12
1652209818;5380;-0;none;26;1638;0;3,1;17,1;64,2;retracted;13321;down;1641;1;0;39,8618;-104,6777;True;13;0,5;2;13;0;0;110;12
1652209819;5379;-0;none;26;1638;0;4,1;17,7;65,2;retracted;13321;down;1641;1;0;39,8618;-104,6777;True;13;0,5;2;13;0;0;110;12
1652209820;5378;0;none;26;1638;0;5,1;18,4;66,2;retracted;13321;down;1641;1;0;39,8618;-104,6777;True;13;0,5;2;13;0;0;110;12
1652209821;5378;0;none;26;1638;0;6,1;18,9;67,1;retracted;13321;down;1641;1;0;39,8618;-104,6777;True;13;0,4;2;13;0;0;110;12
1652209822;5380;-0;none;26;1638;0;7,2;19,2;67,6;retracted;13321;down;1641;1;0;39,8618;-104,6777;True;13;0,4;2;13;0;0;110;12
1652209823;5382;0;none;25;1638;0;8,1;19,4;67,8;retracted;13321;down;1641;1;1;39,8618;-104,6777;True;13;0,4;2;13;1;0;110;12
1652209824;5383;0;none;25;1638;0;9,1;19,5;68;retracted;13321;down;1641;1;1;39,8618;-104,6777;True;13;0,4;2;13;2;0;110;12
1652209825;5383;0;both;25;1638;0;10,2;19,6;68,1;retracted;13321;down;1641;0;2;39,8618;-104,6777;True;13;0,4;2;13;3;0;110;12
1652209826;5384;0;both;26;1638;0;11,1;19,7;68,3;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209827;5384;0;both;26;1638;0;12,1;19,8;68,4;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209828;5384;0;both;26;1638;0;13,2;19,9;68,5;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209829;5384;0;both;26;1638;0;14,2;19,9;68,6;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209830;5384;0;both;26;1638;0;15,2;20;68,8;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209831;5384;0;both;26;1638;0;16,2;20,1;68,9;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209832;5384;0;both;26;1638;0;17,2;20,2;69;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209833;5384;0;both;26;1638;0;18,2;20,3;69,2;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209834;5384;0;both;26;1638;0,5;19,2;20,5;69,3;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209835;5384;0;both;26;1638;1;20,3;20,6;69,5;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209836;5384;0;both;26;1638;1,4;21,1;20,6;69,6;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209837;5384;0;both;26;1638;1,9;22,3;20,7;69,7;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209838;5384;0;both;26;1638;2,1;23,3;20,8;69,8;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209839;5384;0;both;26;1638;2,2;24,2;20,9;69,9;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209840;5384;0;both;26;1638;2,4;25,3;20,9;70;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209841;5384;0;both;26;1638;2,6;26,3;21;70;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209842;5384;0;both;26;1638;2,9;27,3;21;70,1;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209843;5384;0;both;26;1638;3,2;28,3;21;70,1;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209844;5384;0;both;26;1638;3,6;29,3;21;70;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209845;5384;0;both;26;1638;3,9;30,3;21;70;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209846;5384;0;both;26;1638;4,2;31,3;20,9;70;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209847;5384;0;both;26;1638;4,6;32,4;20,9;69,9;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209848;5384;0;both;26;1638;4,9;33,4;20,9;69,9;retracted;13321;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209849;5384;0;both;26;1638;5,2;34,4;20,8;69,8;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209850;5384;0;both;26;1638;5,6;35,4;20,8;69,8;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209851;5384;0;both;26;1638;5,9;36,4;20,8;69,7;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209852;5384;0;both;26;1638;6,2;37,4;20,7;69,7;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209853;5384;0;both;26;1638;6,6;38,4;20,7;69,6;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209854;5384;0;both;26;1638;6,9;39,4;20,7;69,6;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209855;5384;0;both;26;1638;7,3;40,4;20,6;69,6;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209856;5384;0;both;26;1638;7,6;41,4;20,6;69,5;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209857;5384;0;both;26;1638;7,9;42,5;20,6;69,5;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209858;5384;0;both;26;1638;8,3;43,5;20,6;69,5;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209859;5384;0;both;26;1638;8,6;44,5;20,6;69,5;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
1652209860;5384;0;both;26;1638;8,9;45,5;20,6;69,4;retracted;13317;down;1641;0;3;39,8618;-104,6777;True;13;0,5;2;13;3;0;110;12
